CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/1/2004,385012,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - ADJUTANT GENERALS OFFICE,2400 WRIGHT STREET,MADISON,WI,53704-2572,
7/1/2004,385014,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - NEENAH OUTREACH CENTER,2320 INDUSTRIAL DRIVE,NEENAH,WI,54956-4863,
7/1/2004,385015,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - BROOKFIELD CENTRAL HIGH SCHOOL,16900 WEST GEBHARDT ROAD,BROOKFIELD,WI,53005-5199,
7/1/2004,385016,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - BAYSIDE WOODS PROFESSIONAL BUILDING,8789 NORTH PORT WASHINGTON ROAD SUITE 124,BAYSIDE,WI,53217-2213,
7/1/2004,385019,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - CEDAR VALLEY CENTER,5349 HIGHWAY D,WEST BEND,WI,53095-9356,
7/1/2004,385020,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - BEST WESTERN - WASHINGTON STREET INN,321 SOUTH WASHINGTON STREET,GREEN BAY,WI,54301-4214,
7/1/2004,385021,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - BROOKFIELD EAST HIGH SCHOOL,3305 NORTH LILLY ROAD,BROOKFIELD,WI,53005-7697,
7/1/2004,385022,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - FOX VALLEY TECHNICAL COLLEGE - RIVERSIDE CAMPUS,150 NORTH CAMPBELL ROAD,OSHKOSH,WI,54903-2217,
7/1/2004,385024,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - WISCONSIN PUBLIC SERVICE CORPORATION,700 NORTH ADAMS STREET,GREEN BAY,WI,54307-9002,
7/1/2004,385025,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - WISCONSIN PUBLIC SERVICE CORPORATION,1717 10TH AVENUE,MENOMINEE,MI,49858-0187,
7/1/2004,385026,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - NOTRE DAME ACADEMY,610 MARYHILL DRIVE,GREEN BAY,WI,54303-2092,
7/1/2004,385027,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - SHEBOYGAN JOB CENTER,3620 WILGUS AVENUE,SHEBOYGAN,WI,53081-3068,
7/1/2004,385028,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - PREBLE HIGH SCHOOL,2222 DECKNER AVENUE,GREEN BAY,WI,54302-3498,
7/1/2004,385030,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - EXECUTRAIN OF WISCONSIN,18650 WEST CORPORATE DRIVE SUITE 115,BROOKFIELD,WI,53045-6344,
7/1/2004,385031,SILVER LAKE COLLEGE OF THE HOLY FAMILY,SILVER LAKE COLLEGE - WEST DEPERE HIGH SCHOOL,665 GRANT STREET,DEPERE,WI,54115-1398,
7/1/2004,524423,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,CENTRAL KENTUCKY TECHNICAL COLLEGE -  CTE INSTRUCTIONAL CENTER,1165 CENTRE PARKWAY SUITE 120,LEXINGTON,KY,40517-1165,
7/1/2004,2075435,KELLER GRADUATE SCHOOL OF MANAGEMENT,KELLER GRADUATE SCHOOL OF MANAGEMENT -,12202 AIRPORT WAY BUILDING #3,BROOMFIELD,CO,80021-2582,
7/1/2005,343617,LIMESTONE COLLEGE,LIMESTONE COLLEGE - SCHLUMBERGER,313 NORTH HIGHWAY 11,WEST UNION,SC,29696-2706,
7/1/2005,343618,LIMESTONE COLLEGE,LIMESTONE COLLEGE - LIFT TECHNOLOGIES,7040 SOUTH HIGHWAY 11,WESTMINSTER,SC,29693-3915,
7/1/2005,343619,LIMESTONE COLLEGE,LIMESTONE COLLEGE - BOWATER,5300 CURRETON FERRY ROAD,CATAWBA,SC,29704-7700,
7/1/2005,561303,FLINT RIVER TECHNICAL COLLEGE,FLINT RIVER TECHNICAL COLLEGE - BETHEL STREET,709 BETHEL STREET,THOMASTON,GA,30286-3103,
7/1/2005,994103,BELMONT COLLEGE,BELMONT TECHNICAL COLLEGE - ST. CLAIRSVILLE,44931 LAFFERTY ROAD,ST. CLAIRSVILLE,OH,43950-9741,
7/1/2007,192302,HUTCHINSON COMMUNITY COLLEGE,HUTCHINSON COMMUNITY COLLEGE,1401 NORTH SEVERENCE,HUTCHINSON,KS,67501-5867,
7/1/2008,195902,CAMPBELLSVILLE UNIVERSITY,CAMPBELLSVILLE UNIVERSITY - ALBANY CENTER,312 KING DRIVE,ALBANY,KY,42602-9999,
7/1/2008,238816,UNIVERSITY OF MINNESOTA  DULUTH,UNIVERSITY OF MINNESOTA DULUTH - MILLE LACS BAND HIGHER ED OFFICE,43408 OODENDA DRIVE,ONAMIA,MN,56359-2236,
7/1/2008,324104,CABRINI UNIVERSITY,CABRINI COLLEGE -  BALDI MIDDLE SCHOOL,8801 VERREE ROAD,PHILADELPHIA,PA,19115-3609,
7/1/2008,324108,CABRINI UNIVERSITY,CABRINI COLLEGE -  DREXEL HILL MIDDLE SCHOOL,3001 STATE ROAD,DREXEL HILL,PA,19026-1729,
7/1/2009,214703,EMMANUEL COLLEGE,EMMANUEL COLLEGE - ANDOVER CAMPUS,THE MARRIOTT COURTYARD 10 CAMPANELLI DRIVE,ANDOVER,MA,01810-1012,
7/1/2009,214711,EMMANUEL COLLEGE,EMMANUEL COLLEGE - FOXBOROUGH,THE COURTYARD MARRIOTT 35 FOXBOROUGH BLVD,FOXBOROUGH,MA,02035-0000,
7/1/2009,285501,SUNY COLLEGE OF TECHNOLOGY AT CANTON,SUNY COLLEGE OF TECHNOLOGY AT CANTON - MASSENA EDUCATION CENTER,ST. LAWRENCE CENTRE MALL ROUTE 37,MASSENA,NY,13662-3213,
7/1/2009,324103,CABRINI UNIVERSITY,CABRINI COLLEGE -  GEORGE PEPPER MIDDLE SCHOOL,2901 S. 84TH STREET,PHILADELPHIA,PA,19153-2611,
7/1/2009,324107,CABRINI UNIVERSITY,CABRINI COLLEGE -  NESHAMINY HIGH SCHOOL,2001 OLD LINCOLN HIGHWAY,LANGHORNE,PA,19047-3240,
7/1/2009,1146014,NATIONAL UNIVERSITY,NATIONAL UNIVERSITY -ORANGE,765 THE CITY DRIVE SOUTH STE. 207,ORANGE,CA,92868-4942,
7/1/2010,190223,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL -,CENTER OF TECHNICAL EXCELLENCE 2000 EAST 19TH STREET,WINFIELD,KS,67156-9132,
7/1/2010,230710,OAKLAND UNIVERSITY,OAKLAND UNIVERSITY - GRAND BLANC SCHOOL DISTRICT,11920 SOUTH SAGINAW STREET,GRAND BLANC,MI,48439-0000,
7/1/2010,303524,OHIO DOMINICAN UNIVERSITY,OHIO DOMINICAN UNIVERSITY - BISHOP HARTLEY HIGH SCHOOL,1285 ZETTLER ROAD,COLUMBUS,OH,43227-1914,
7/1/2010,324122,CABRINI UNIVERSITY,CABRINI COLLEGE - SWATARA MIDDLE SCHOOL,1101 HIGHLAND STREET,OBERLIN-STEELTON,PA,17113-1506,
7/1/2010,391917,UNIVERSITY OF WISCONSIN - LACROSSE,UNIVERSITY OF WISCONSIN - LACROSSE - WEST SALEM LEARNING COMMUNITY,WEST SALEM HIGH SCHOOL 405 HAMLIN STREET EAST,WEST SALEM,WI,54669-1251,
7/1/2010,703215,MIDAMERICA NAZARENE UNIVERSITY,MIDAMERICA NAZARENE UNIVERSITY - INDIAN SPRINGS EDUCATION CENTER,4601 STATE AVENUE,KANSAS CITY,KS,66102-6303,
7/1/2011,189317,UPPER IOWA UNIVERSITY,UPPER IOWA UNIVERSITY - ANKENY CENTER,1535 SE DELAWARE AVENUE,ANKENY,IA,50021-0000,
7/1/2011,358407,LETOURNEAU UNIVERSITY,LETOURNEAU UNIVERSITY - TOMBALL COLLEGE EDUCATIONAL CLASSROOM,30555 TOMBALL PARKWAY,HOUSTON,TX,77375-4096,
7/1/2011,358408,LETOURNEAU UNIVERSITY,LETOURNEAU UNIVERSITY - EDUCATIONAL CLASSROOM,PILGRIM'S PRIDE CORPORATION 4845 US HIGHWAY 271 NORTH,PITTSBURG,TX,75686-4303,
7/1/2011,462507,DELGADO COMMUNITY COLLEGE,DELGADO COMMUNITY COLLEGE - SLIDELL INSTRUCTION SERVICES,56707 BEHRMAN STREET SUITE 2,SLIDELL,LA,70458-8662,
7/1/2011,4041406,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE - SAINT MARYS MEDICAL CENTER,SCHOOL OF MEDICAL IMAGING 2900 FIRST AVENUE,HUNTINGTON,WV,25702-1271,
7/1/2011,10252537,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - ALBANY,ALBANY R-III SCHOOL DISTRICT 101 W JEFFERSON,ALBANY,MO,64402-1237,
7/1/2013,135023,COLORADO STATE UNIVERSITY,COLORADO STATE UNIVERSITY - ADAMS CITY HIGH SCHOOL,4625 E. 68TH AVENUE,COMMERCE CITY,CO,80022-2367,
7/1/2013,135025,COLORADO STATE UNIVERSITY,COLORADO STATE UNIVERSITY - ST. VRAIN VALLEY SCHOOL DISTRICT,395 SOUTH PRATT PARKWAY,LONGMONT,CO,80501-6436,
7/1/2013,708501,MOUNT VERNON NAZARENE UNIVERSITY,MOUNT VERNON NAZARENE UNIVERSITY - GRADUATE AND PROFESSIONAL STUDIES,2000 POLARIS PARKWAY SUITE 130,COLUMBUS,OH,43240-2007,
7/1/2013,708505,MOUNT VERNON NAZARENE UNIVERSITY,MOUNT VERNON NAZARENE UNIVERSITY  -  GRADUATE AND PROFESSIONAL STUDIES,OFFICENTER II 670 MORRISON ROAD - SUITE 150,GAHANNA,OH,43230-5329,
7/1/2013,3418403,EDINBURGH NAPIER UNIVERSITY,EDINBURGH NAPIER UNIVERSITY - CRAIGHOUSE CAMPUS,CRAIGHOUSE ROAD,EDINBURGH,,,SCOTLAND
7/1/2013,4119403,AVEDA INSTITUTE - SOUTH FLORIDA,AVEDA INSTITUTE - SAINT PETERSBURG,235 3RD STREET SOUTH SUITE 200,SAINT PETERSBURG,FL,33701-4242,
7/1/2014,119605,DOMINICAN UNIVERSITY OF CALIFORNIA,DOMINICAN UNIVERSITY OF CALIFORNIA - MENDOCINO,C/O MENDOCINO COLLEGE 1000 HENSLEY CREEK ROAD,UKIAH,CA,95482-7821,
7/1/2014,224355,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - VIRGINIA SAINT PAUL'S COLLEGE,115 COLLEGE DR,LAWRENCEVILLE,VA,23868-1200,
7/1/2014,248088,LINDENWOOD UNIVERSITY,LINDENWOOD UNIVERSITY - NORMANDY HIGH SCHOOL,6701 ST. CHARLES ROCK ROAD,ST. LOUIS,MO,63133-1705,
7/1/2014,249002,MISSOURI WESTERN STATE UNIVERSITY,MISSOURI WESTERN STATE UNIVERSITY - DOWNTOWN UNIVERSITY CENTER,515 NORTH SIXTH ST,SAINT JOSEPH,MO,64501-1802,
7/1/2014,249849,PARK UNIVERSITY,PARK UNIVERSITY - BARSTOW,BLDG 218 MARINE CORPS LOGISTICS BASE,BARSTOW,CA,92311-0000,
7/1/2014,376513,NORFOLK STATE UNIVERSITY,NORFOLK STATE UNIVERSITY - THE BOOTH CENTER,1169 EDGEWATER DRIVE,GRUNDY,VA,24210-7151,
7/1/2014,3088200,CARSON CITY BEAUTY ACADEMY,CARSON CITY BEAUTY ACADEMY,1851 SOUTH ROOP STREET SUITE 100,CARSON CITY,NV,89701-0147,
7/1/2014,3756300,ANAMARC COLLEGE,ANAMARC COLLEGE,3210 DYER STREET,EL PASO,TX,79930-6230,
7/1/2014,3756301,ANAMARC COLLEGE,ANAMARC COLLEGE-SANTA TERESA NM,2660 AIRPORT ROAD SUITE 780,SANTA TERESA,NM,88008-9730,
7/1/2014,3756303,ANAMARC COLLEGE,ANAMARC COLLEGE-GATEWAY EAST-EL PASO TX,8720 GATEWAY EAST BOULEVARD SUITE D,EL PASO,TX,79936-1842,
7/1/2014,22098866,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - METHODIST HOSPITAL (OTL),300 W. HUNTINGTON DRIVE,ARCADIA,CA,91007-3402,
7/1/2015,373703,SHENANDOAH UNIVERSITY,SHENANDOAH UNIVERSITY - CORK STREETWINCHESTER,333 WEST CORK STREET,WINCHESTER,VA,22601-5195,
7/1/2015,395503,UNIVERSITY OF WEST FLORIDA (THE),UNIVERSITY OF WEST FLORIDA (THE) - RESEARCH & ENGINEERING EDU FACILITY,1350 N. POQUITO ROAD,SHALIMAR,FL,32579-1163,
7/1/2015,575402,ROWAN-CABARRUS COMMUNITY COLLEGE,ROWAN CABARRUS COMMUNITY COLLEGE - COSMETOLOGY CENTER,988 CLOVERLEAF PLAZA,KANNAPOLIS,NC,28081-0000,
7/1/2015,2326306,FORTIS INSTITUTE,FORTIS INSTITUTE - MIAMI CAMPUS,9035 SUNSET DRIVE SUITE 200,MIAMI,FL,33173-3431,
7/1/2015,3878300,PROFESSIONAL MASSAGE TRAINING CENTER,PROFESSIONAL MASSAGE TRAINING CENTER,229 EAST COMMERCIAL,SPRINGFIELD,MO,65803-2939,
7/1/2016,170743,LEWIS UNIVERSITY,LEWIS UNIVERSITY - GLENBARD TOWNSHIP HIGH  SCHOOL,896 CRESCENT BOULEVARD,GLEN ELLYN,IL,60137-0000,
7/1/2016,175945,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE - MILLSTADT,211 W. MILL STREET,MILLSTADT,IL,62260-1147,
7/1/2016,1111711,ALLIANT INTERNATIONAL UNIVERSITY,ALLIANT INTERNATIONAL UNIVERSITY - OHLONE COLLEGE,43600 MISSION BOULEVARD,FREMONT,CA,94539-0390,
7/1/2016,1111715,ALLIANT INTERNATIONAL UNIVERSITY,ALLIANT INTERNATIONAL UNIVERSITY - SAN FRANCISCO LAW SCHOOL,20 HAIGHT STREET,SAN FRANCISCO,CA,94102-5894,
7/1/2016,1111721,ALLIANT INTERNATIONAL UNIVERSITY,ALLIANT INTERNATIONAL UNIVERSITY - SAN YSIDRO,119 WEST HALL AVENUE,SAN YSIDRO,CA,92173-0000,
7/1/2016,4148900,NORTHERN CALIFORNIA INSTITUTE OF COSMETOLOGY,NORTHERN CALIFORNIA INSTITUTE OF COSMETOLOGY,601 EAST 14TH STREET,SAN LEANDRO,CA,94577-2820,
7/1/2017,113935,CALIFORNIA STATE UNIVERSITY LONG BEACH,CALIFORNIA STATE UNIVERSITY LONG BEACH - CLEVELAND ELEMENTARY,4760 HACKETT AVENUE,LAKEWOOD,CA,90713-2424,
7/1/2017,294818,MONTREAT COLLEGE,MONTREAT COLLEGE - NORTH CAROLINA WESLEYAN COLLEGE,3400 NORTH WESLEYAN BOULEVARD,ROCKY MOUNT,NC,27804-8699,
7/1/2017,350001,LEE UNIVERSITY,LEE UNIVERSITY - CHARLOTTE CENTER,1209 LITTLE ROCK ROAD,CHARLOTTE,NC,28214-2310,
7/1/2018,177913,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE - VIPER,8100 EAST MAIN STREET,WILLIAMSVILLE,IL,62693-0000,
7/1/2018,378307,NORTHWEST UNIVERSITY,NORTHWEST UNIVERSITY - SACRAMENTO,9470 MICRON AVENUE,SACRAMENTO,CA,95827-2601,
7/2/1986,1224400,BIOSYSTEMS INSTITUTE,BIOSYSTEMS INSTITUTE,POB 25589,TEMPE,AZ,85282,
7/2/1986,2059700,CENTURY INST OF COURT REPORTING,CENTURY INST OF COURT REPORTING,270 STATE ST,HACKENSACK,NJ,7602,
7/2/1987,2509100,SOUTHERN JUNIOR COLLEGE OF BUSINESS,SOUTHERN JUNIOR COLLEGE OF BUSINESS,1710 1ST AVENUE NORTH,BIRMINGHAM,AL,35203,
7/2/1990,2135700,CENTRE BUSINESS SCHOOL,CENTRE BUSINESS SCHOOL,105 GERALD STREET,STATE COLLEGE,PA,16801,
7/2/1992,1318000,MID-AMERICA SCHOOL OF BEAUTY CULTURE,MID-AMERICA SCHOOL OF BEAUTY CULTURE,5506 W BELMONT AVE,CHICAGO,IL,60641,
7/2/1992,1318001,MID-AMERICA SCHOOL OF BEAUTY CULTURE,BRANCH CAMPUS LOCATION,3152 N LINCOLN,CHICAGO,IL,60657,
7/2/1992,2564000,MR T'S SCHOOL OF BREAUTY CULTURE,MR T'S SCHOOL OF BREAUTY CULTURE,6254 SOUTH ASHLAND AVENUE,CHICAGO,IL,60636,
7/2/1992,2578700,SAN ANTONIO ART INSTITUTION,SAN ANTONIO ART INSTITUTION,6000 N NEW BRAUNFELS,SAN ANTONIO,TX,78209,
7/2/1993,1019600,CRANDALL JUNIOR COLLEGE,CRANDALL JUNIOR COLLEGE,433 WALNUT STREET,MACON,GA,31201,
7/2/1993,1076500,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,1622 - 13TH AVENUE,COLUMBUS,GA,31901,
7/2/1993,1113000,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,1912 NORTH LEG ROAD,AUGUSTA,GA,30919,
7/2/1993,3021100,LA DESIGN BEAUTY SCHOOL,LA DESIGN BEAUTY SCHOOL,40716 HAYES ROAD,MOUNT CLEMENS,MI,48044,
7/2/1996,2276300,REESE'S SCHOOL OF HAIR DESIGN,REESE'S SCHOOL OF HAIR DESIGN,6654 AZLE AVE,FORT WORTH,TX,76135,
7/2/2000,136317,REGIS UNIVERSITY,REGIS UNIVERSITY - US WEST DENVER SERVICE CENTER,1005 17TH STREET,DENVER,CO,80202-2002,
7/2/2003,691104,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,IM BOSSELDORN #30,69126 HEIDELBERG,,,GERMANY
7/2/2003,691105,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,AMERICAN EMBASSY VIENNA BOLTZMANGASSE 16,A-1090 VIENNA,,,AUSTRIA
7/2/2003,691107,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CENTER HORIZON STRAAT 75,6446 SC BRUNSUM,,,BELGIUM
7/2/2003,691108,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,NATO SUPACT (U S) CHAUSSEE DE LOUVAIN 13,1932 ST. STEVENS-WOLUWE,,,BELGIUM
7/2/2003,691109,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR AMERICAN DETACHMENT VLIEG BASIS KLEINE BROEGEL,3970 PEER,,,BELGIUM
7/2/2003,691110,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR-UMED NSSG(80 ASG) BATIMENT 212,7010 SHAPE,,,BELGIUM
7/2/2003,691111,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. BLDG. 5814  91522,ANSBACH-KATTERBACH,,,GERMANY
7/2/2003,691112,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,BABENHAUSEN ARMY EDUCATION CNTR. BABENHAUSEN KASERNE GEB.4554,BABENHAUSEN,,,GERMANY
7/2/2003,691113,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,U.S. KASERNE POSTFACH 1425 MIETRACHING,83043 BAD AIBLING,,,GERMANY
7/2/2003,691114,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ROSE KASERNE GEB. 5312 ALZEYER STRASSE,55543 BAD KREUZNACH,,,GERMANY
7/2/2003,691115,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR WARNER KASERNE GEB. 7047 ZOLLNERSTRASSE 175,96052 BAMBERG,,,GERMANY
7/2/2003,691116,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUC. CNTR H.D. SMITH BARRACKS GEB. 8108,55774 BAUMHOLDER,,,GERMANY
7/2/2003,691117,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,KENNEDYALLEE 122,53175 BONN,,,GERMANY
7/2/2003,691118,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. 852ND MUNSS US EINHEIT FLUGPLATZ BUECHEL,56823 ALFLEN,,,GERMANY
7/2/2003,691119,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. ARMSTRONG KASERNE GEB.2225,63654 BUEDINGEN,,,GERMANY
7/2/2003,691120,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. GEB. 4013 CAMBRAI FRITSCH KASERNE LUDWIGSHOEH,64285 DARMSTADT,,,GERMANY
7/2/2003,691121,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. ANDERSON KASERNE GEB. 6326,55278 DEXHEIM,,,GERMANY
7/2/2003,691122,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. RAY KASERNE GEB 3611,61169 FRIEDBERG,,,GERMANY
7/2/2003,691123,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,GIESSEN ARMY DEPOT TOEDGENERSTR. ROEDGENERSTR. 61-83  GEB.7,35394 GIESSEN,,,GERMANY
7/2/2003,691124,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CENTER GEB. 623,92655 GAFENWOEHR-LAGER,,,GERMANY
7/2/2003,691125,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. FLIEGERHORST KASERNE GEB. 1322,63526 ERLENSEE,,,GERMANY
7/2/2003,691126,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY ED. CNTR. PIONEER KASERNE GEB.11 ASCHAFFENBURGER STRASSE,63456 HANAU,,,GERMANY
7/2/2003,691127,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. PATTON KASERNE KIRCHHEIMERWEG GEB.106,69126 HEIDELBERG,,,GERMANY
7/2/2003,691128,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. TOMPKINS KASERNE FRIEDRICHSFELDERSTRASSE,68723 SCHWETZINGEN,,,GERMANY
7/2/2003,691129,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. HOHENFELS TRAINING AREA GEN. 351,92366 HOHENFELS,,,GERMANY
7/2/2003,691130,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,H.D.SMITH BARRACKS BLDG. 8108 CMR 405,IDAR OBERSTEIN,,,GERMANY
7/2/2003,691131,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. KAPAUN AIR STATION GEB. 2784,7661 KAISERSLAUTERN,,,GERMANY
7/2/2003,691132,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,KLEBER EDUCATION CNTR. 415TH BSB UNIT 23152,KAISERLAUTERN-KLEBER,,,GERMANY
7/2/2003,691133,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CENTER RHIDE ORDANCE KASERNE GEB. 288,67661 KAISERSLAUTERN,,,GERMANY
7/2/2003,691134,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. HARVEY KASERNE GEB. 105,97318 KITZINGEN,,,GERMANY
7/2/2003,691135,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. LARSON KASERNE GEB. 9,97318 KITZINGEN,,,GERMANY
7/2/2003,691136,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE -  UNIVERSITY OF MARYLAND,415TH BSB UNIT 23152,LANDSTUHL,,,GERMANY
7/2/2003,691137,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER. MCCULLY KASERNE GEB. 6203,55263 WACKERNHEIM,,,GERMANY
7/2/2003,691138,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR.COLEMAN KASERNE GEB. 50 68307,MANHEIM-SANDHOFEN,,,GERMANY
7/2/2003,691139,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUC. CNTR. SULLIVAN KASERNE GEB.253 FUERTHERSTRASSE 2,68309 MANHEIM,,,GERMANY
7/2/2003,691140,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUC. CNTR. MIESAU ARMY DEPOT 66892 BRUCHMUHLBACH,MIESAU,,,GERMANY
7/2/2003,691141,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER MIESAU ARMY DEPOT CMR 403,PIRMASENS,,,GERMANY
7/2/2003,691142,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,RAMSTEIN EDUCATION CNTR. 86MSS/DPE GEB.2120,6877 RAMSTEIN FLUGPLATZ,,,GERMANY
7/2/2003,691143,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. MILITAER FLUGHAFEN GEB. 347  60549,FRANKFURT-MAIN,,,GERMANY
7/2/2003,691144,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR.  CONN KASERNE 20 SHERMAN AVE.,97424 SCHWEINFURT,,,GERMANY
7/2/2003,691145,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUC. CNTR. LEDWARD KASERNE GEB. 242 NIEDERWERNER STRASSE,97421 SCHWEINFURT,,,GERMANY
